ID	Niveau	Section	Hovedgruppe	Gruppe	Undergruppe	DB07	NB	Tekst	2-kode	3-kode	4-kode	6-kode										
560	3	C	26	26.7	26.70			Fremstilling af optiske instrumenter og fotografisk udstyr	26	267	2670											
561	4	C	26	26.7	26.70	26.70.00		Fremstilling af optiske instrumenter og fotografisk udstyr	26	267	2670	267000										
562	2	C	26	26.8				Fremstilling af magnetiske og optiske media	26	268												
563	3	C	26	26.8	26.80			Fremstilling af magnetiske og optiske media	26	268	2680											
564	4	C	26	26.8	26.80	26.80.00		Fremstilling af magnetiske og optiske media	26	268	2680	268000										
565	1	C	27					Fremstilling af elektrisk udstyr	27													
566	2	C	27	27.1				Fremstilling af elektriske motorer, generatorer, transformere og elektriske fordelings- og kontroltavler	27	271												
567	3	C	27	27.1	27.11			Fremstilling af elektriske motorer, generatorer og transformere	27	271	2711											
568	4	C	27	27.1	27.11	27.11.00		Fremstilling af elektriske motorer, generatorer og transformere	27	271	2711	271100										
569	3	C	27	27.1	27.12			Fremstilling af elektriske fordelings- og kontrolapparater	27	271	2712											
570	4	C	27	27.1	27.12	27.12.00		Fremstilling af elektriske fordelings- og kontrolapparater	27	271	2712	271200										
571	2	C	27	27.2				Fremstilling af batterier og akkumulatorer	27	272												
572	3	C	27	27.2	27.20			Fremstilling af batterier og akkumulatorer	27	272	2720											
573	4	C	27	27.2	27.20	27.20.00		Fremstilling af batterier og akkumulatorer	27	272	2720	272000										
574	2	C	27	27.3				Fremstilling af ledninger og kabler og tilbehør hertil	27	273												
575	3	C	27	27.3	27.31			Fremstilling af lyslederkabler	27	273	2731											
576	4	C	27	27.3	27.31	27.31.00		Fremstilling af lyslederkabler	27	273	2731	273100										
577	3	C	27	27.3	27.32			Fremstilling af andre elektroniske og elektriske ledninger og kabler	27	273	2732											
578	4	C	27	27.3	27.32	27.32.00		Fremstilling af andre elektroniske og elektriske ledninger og kabler	27	273	2732	273200										
579	3	C	27	27.3	27.33			Fremstilling af tilbehør til ledninger og kabler	27	273	2733											
580	4	C	27	27.3	27.33	27.33.00		Fremstilling af tilbehør til ledninger og kabler	27	273	2733	273300										
581	2	C	27	27.4				Fremstilling af elektriske belysningsartikler	27	274												
582	3	C	27	27.4	27.40			Fremstilling af elektriske belysningsartikler	27	274	2740											
583	4	C	27	27.4	27.40	27.40.00		Fremstilling af elektriske belysningsartikler	27	274	2740	274000										
584	2	C	27	27.5				Fremstilling af husholdningsapparater	27	275												
585	3	C	27	27.5	27.51			Fremstilling af elektriske husholdningsapparater	27	275	2751											
586	4	C	27	27.5	27.51	27.51.00		Fremstilling af elektriske husholdningsapparater	27	275	2751	275100										
587	3	C	27	27.5	27.52			Fremstilling af ikke-elektriske husholdningsapparater	27	275	2752											
588	4	C	27	27.5	27.52	27.52.00		Fremstilling af ikke-elektriske husholdningsapparater	27	275	2752	275200										
589	2	C	27	27.9				Fremstilling af andet elektrisk udstyr	27	279												
590	3	C	27	27.9	27.90			Fremstilling af andet elektrisk udstyr	27	279	2790											
591	4	C	27	27.9	27.90	27.90.00		Fremstilling af andet elektrisk udstyr	27	279	2790	279000										
592	1	C	28					Fremstilling af maskiner og udstyr i.a.n.	28													
593	2	C	28	28.1				Fremstilling af maskiner til generelle formål	28	281												
594	3	C	28	28.1	28.11			Fremstilling af motorer og turbiner undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter	28	281	2811											
595	4	C	28	28.1	28.11	28.11.10		Fremstilling af vindmøller og dele hertil	28	281	2811	281110										
596	4	C	28	28.1	28.11	28.11.90		Fremstilling af motorer og turbiner undtagen motorer til vindmøller, flyvemaskiner, motorkøretøjer og knallerter	28	281	2811	281190										
597	3	C	28	28.1	28.12			Fremstilling af hydraulisk udstyr	28	281	2812											
598	4	C	28	28.1	28.12	28.12.00		Fremstilling af hydraulisk udstyr	28	281	2812	281200										
599	3	C	28	28.1	28.13			Fremstilling af andre pumper og kompressorer	28	281	2813											
600	4	C	28	28.1	28.13	28.13.00		Fremstilling af andre pumper og kompressorer	28	281	2813	281300										
601	3	C	28	28.1	28.14			Fremstilling af andre haner og ventiler	28	281	2814											
602	4	C	28	28.1	28.14	28.14.00		Fremstilling af andre haner og ventiler	28	281	2814	281400										
603	3	C	28	28.1	28.15			Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer	28	281	2815											
604	4	C	28	28.1	28.15	28.15.00		Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer	28	281	2815	281500										
605	2	C	28	28.2				Fremstilling af øvrige maskiner til generelle formål	28	282												
606	3	C	28	28.2	28.21			Fremstilling af ovne, ildsteder og fyringsaggregater	28	282	2821											
607	4	C	28	28.2	28.21	28.21.00		Fremstilling af ovne, ildsteder og fyringsaggregater	28	282	2821	282100										
608	3	C	28	28.2	28.22			Fremstilling af løfte- og håndteringsudstyr	28	282	2822											
609	4	C	28	28.2	28.22	28.22.00		Fremstilling af løfte- og håndteringsudstyr	28	282	2822	282200										
610	3	C	28	28.2	28.23			Fremstilling af kontormaskiner og -udstyr (undtagen computere og ydre enheder)	28	282	2823											
611	4	C	28	28.2	28.23	28.23.00		Fremstilling af kontormaskiner og -udstyr (undtagen computere og ydre enheder)	28	282	2823	282300										
612	3	C	28	28.2	28.24			Fremstilling af motordrevet håndværktøj	28	282	2824											
613	4	C	28	28.2	28.24	28.24.00		Fremstilling af motordrevet håndværktøj	28	282	2824	282400										
614	3	C	28	28.2	28.25			Fremstilling af køle- og ventilationsanlæg (til industriel brug)	28	282	2825											
615	4	C	28	28.2	28.25	28.25.00		Fremstilling af køle- og ventilationsanlæg (til industriel brug)	28	282	2825	282500										
616	3	C	28	28.2	28.29			Fremstilling af andre maskiner til generelle formål i.a.n.	28	282	2829											
617	4	C	28	28.2	28.29	28.29.00		Fremstilling af andre maskiner til generelle formål i.a.n.	28	282	2829	282900										
618	2	C	28	28.3				Fremstilling af landbrugs- og skovbrugsmaskiner	28	283												
619	3	C	28	28.3	28.30			Fremstilling af landbrugs- og skovbrugsmaskiner	28	283	2830											
620	4	C	28	28.3	28.30	28.30.00		Fremstilling af landbrugs- og skovbrugsmaskiner	28	283	2830	283000										
621	2	C	28	28.4				Fremstilling af metalforarbejdningsmaskiner og værktøjsmaskiner	28	284												
622	3	C	28	28.4	28.41			Fremstilling af metalforarbejdende værktøjsmaskiner	28	284	2841											
623	4	C	28	28.4	28.41	28.41.00		Fremstilling af metalforarbejdende værktøjsmaskiner	28	284	2841	284100										
624	3	C	28	28.4	28.49			Fremstilling af andre værktøjsmaskiner	28	284	2849											
625	4	C	28	28.4	28.49	28.49.00		Fremstilling af andre værktøjsmaskiner	28	284	2849	284900										
626	2	C	28	28.9				Fremstilling af øvrige maskiner til specielle formål	28	289												
627	3	C	28	28.9	28.91			Fremstilling af maskiner til metallurgi	28	289	2891											
628	4	C	28	28.9	28.91	28.91.00		Fremstilling af maskiner til metallurgi	28	289	2891	289100										
629	3	C	28	28.9	28.92			Fremstilling af maskiner til råstofindvindingsindustrien samt bygge og anlæg	28	289	2892											
630	4	C	28	28.9	28.92	28.92.00		Fremstilling af maskiner til råstofindvindingsindustrien samt bygge og anlæg	28	289	2892	289200										
631	3	C	28	28.9	28.93			Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien	28	289	2893											
632	4	C	28	28.9	28.93	28.93.00		Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien	28	289	2893	289300										
633	3	C	28	28.9	28.94			Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder	28	289	2894											
634	4	C	28	28.9	28.94	28.94.00		Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder	28	289	2894	289400										
635	3	C	28	28.9	28.95			Fremstilling af maskiner til produktion af papir og pap	28	289	2895											
636	4	C	28	28.9	28.95	28.95.00		Fremstilling af maskiner til produktion af papir og pap	28	289	2895	289500										
637	3	C	28	28.9	28.96			Fremstilling af maskiner til produktion af plast og gummi	28	289	2896											
638	4	C	28	28.9	28.96	28.96.00		Fremstilling af maskiner til produktion af plast og gummi	28	289	2896	289600										
639	3	C	28	28.9	28.99			Fremstilling af øvrige maskiner til specielle formål i.a.n.	28	289	2899											
640	4	C	28	28.9	28.99	28.99.00		Fremstilling af øvrige maskiner til specielle formål i.a.n.	28	289	2899	289900										
641	1	C	29					Fremstilling af motorkøretøjer, påhængsvogne og sættevogne	29													
642	2	C	29	29.1				Fremstilling af motorkøretøjer	29	291												
643	3	C	29	29.1	29.10			Fremstilling af motorkøretøjer	29	291	2910											
644	4	C	29	29.1	29.10	29.10.00		Fremstilling af motorkøretøjer	29	291	2910	291000										
645	2	C	29	29.2				"Fremstilling af karosserier til motorkøretøjer; fremstilling af påhængsvogne og sættevogne"	29	292												
646	3	C	29	29.2	29.20			"Fremstilling af karosserier til motorkøretøjer; fremstilling af påhængsvogne og sættevogne"	29	292	2920											
647	4	C	29	29.2	29.20	29.20.00		"Fremstilling af karosserier til motorkøretøjer; fremstilling af påhængsvogne og sættevogne"	29	292	2920	292000										
648	2	C	29	29.3				Fremstilling af dele og tilbehør til motorkøretøjer	29	293												
649	3	C	29	29.3	29.31			Fremstilling af elektrisk og elektronisk udstyr til motorkøretøjer	29	293	2931											
650	4	C	29	29.3	29.31	29.31.00		Fremstilling af elektrisk og elektronisk udstyr til motorkøretøjer	29	293	2931	293100										
651	3	C	29	29.3	29.32			Fremstilling af andre dele og tilbehør til motorkøretøjer	29	293	2932											
652	4	C	29	29.3	29.32	29.32.00		Fremstilling af andre dele og tilbehør til motorkøretøjer	29	293	2932	293200										
653	1	C	30					Fremstilling af andre transportmidler	30													
654	2	C	30	30.1				Bygning af skibe og både	30	301												
655	3	C	30	30.1	30.11			Bygning af skibe og flydende materiel	30	301	3011											
656	4	C	30	30.1	30.11	30.11.00		Bygning af skibe og flydende materiel	30	301	3011	301100										
657	3	C	30	30.1	30.12			Bygning af både til fritid og sport	30	301	3012											
658	4	C	30	30.1	30.12	30.12.00		Bygning af både til fritid og sport	30	301	3012	301200										
659	2	C	30	30.2				Fremstilling af lokomotiver og andet rullende materiel til jernbaner og sporveje	30	302												
660	3	C	30	30.2	30.20			Fremstilling af lokomotiver og andet rullende materiel til jernbaner og sporveje	30	302	3020											
661	4	C	30	30.2	30.20	30.20.00		Fremstilling af lokomotiver og andet rullende materiel til jernbaner og sporveje	30	302	3020	302000										
662	2	C	30	30.3				Fremstilling af luft- og rumfartøjer o.l.	30	303												
663	3	C	30	30.3	30.30			Fremstilling af luft- og rumfartøjer o.l.	30	303	3030											
664	4	C	30	30.3	30.30	30.30.00		Fremstilling af luft- og rumfartøjer o.l.	30	303	3030	303000										
665	2	C	30	30.4				Fremstilling af militære kampkøretøjer	30	304												
666	3	C	30	30.4	30.40			Fremstilling af militære kampkøretøjer	30	304	3040											
667	4	C	30	30.4	30.40	30.40.00		Fremstilling af militære kampkøretøjer	30	304	3040	304000										
668	2	C	30	30.9				Fremstilling af transportmidler i.a.n.	30	309												
669	3	C	30	30.9	30.91			Fremstilling af motorcykler	30	309	3091											
670	4	C	30	30.9	30.91	30.91.00		Fremstilling af motorcykler	30	309	3091	309100										
671	3	C	30	30.9	30.92			Fremstilling af cykler og invalidekøretøjer	30	309	3092											
672	4	C	30	30.9	30.92	30.92.00		Fremstilling af cykler og invalidekøretøjer	30	309	3092	309200										
673	3	C	30	30.9	30.99			Fremstilling af andre transportmidler i.a.n.	30	309	3099											
674	4	C	30	30.9	30.99	30.99.00		Fremstilling af andre transportmidler i.a.n.	30	309	3099	309900										
675	1	C	31					Fremstilling af møbler	31													
676	2	C	31	31.0				Fremstilling af møbler	31	310												
677	3	C	31	31.0	31.01			Fremstilling af kontor- og butiksmøbler	31	310	3101											
678	4	C	31	31.0	31.01	31.01.00		Fremstilling af kontor- og butiksmøbler	31	310	3101	310100										
679	3	C	31	31.0	31.02			Fremstilling af køkkenmøbler	31	310	3102											
680	4	C	31	31.0	31.02	31.02.00		Fremstilling af køkkenmøbler	31	310	3102	310200										
681	3	C	31	31.0	31.03			Fremstilling af madrasser	31	310	3103											
682	4	C	31	31.0	31.03	31.03.00		Fremstilling af madrasser	31	310	3103	310300										
683	3	C	31	31.0	31.09			Fremstilling af andre møbler	31	310	3109											
684	4	C	31	31.0	31.09	31.09.00		Fremstilling af andre møbler	31	310	3109	310900										
685	1	C	32					Anden fremstillingsvirksomhed	32													
686	2	C	32	32.1				Fremstilling af smykker, bijouteri, mønter og lignende varer	32	321												
687	3	C	32	32.1	32.11			Prægning af mønter	32	321	3211											
688	4	C	32	32.1	32.11	32.11.00		Prægning af mønter	32	321	3211	321100										
689	3	C	32	32.1	32.12			Fremstilling af smykker i ædle metaller og relaterede produkter	32	321	3212											
690	4	C	32	32.1	32.12	32.12.00		Fremstilling af smykker i ædle metaller og relaterede produkter	32	321	3212	321200										
691	3	C	32	32.1	32.13			Fremstilling af bijouteri og lignende varer	32	321	3213											
692	4	C	32	32.1	32.13	32.13.00		Fremstilling af bijouteri og lignende varer	32	321	3213	321300										
693	2	C	32	32.2				Fremstilling af musikinstrumenter	32	322												
694	3	C	32	32.2	32.20			Fremstilling af musikinstrumenter	32	322	3220											
695	4	C	32	32.2	32.20	32.20.00		Fremstilling af musikinstrumenter	32	322	3220	322000										
696	2	C	32	32.3				Fremstilling af sportsudstyr	32	323												
697	3	C	32	32.3	32.30			Fremstilling af sportsudstyr	32	323	3230											
698	4	C	32	32.3	32.30	32.30.00		Fremstilling af sportsudstyr	32	323	3230	323000										
699	2	C	32	32.4				Fremstilling af spil og legetøj	32	324												
700	3	C	32	32.4	32.40			Fremstilling af spil og legetøj	32	324	3240											
701	4	C	32	32.4	32.40	32.40.00		Fremstilling af spil og legetøj	32	324	3240	324000										
702	2	C	32	32.5				Fremstilling af medicinske og dentale instrumenter samt udstyr hertil	32	325												
703	3	C	32	32.5	32.50			Fremstilling af medicinske og dentale instrumenter samt udstyr hertil	32	325	3250											
704	4	C	32	32.5	32.50	32.50.00		Fremstilling af medicinske og dentale instrumenter samt udstyr hertil	32	325	3250	325000										
705	2	C	32	32.9				Fremstillingsvirksomhed i.a.n.	32	329												
706	3	C	32	32.9	32.91			Fremstilling af koste og børster	32	329	3291											
707	4	C	32	32.9	32.91	32.91.00		Fremstilling af koste og børster	32	329	3291	329100										
708	3	C	32	32.9	32.99			Anden fremstillingsvirksomhed i.a.n.	32	329	3299											
709	4	C	32	32.9	32.99	32.99.00		Anden fremstillingsvirksomhed i.a.n.	32	329	3299	329900										
710	1	C	33					Reparation og installation af maskiner og udstyr	33													
711	2	C	33	33.1				Reparation af jern- og metalvarer, maskiner og udstyr	33	331												
712	3	C	33	33.1	33.11			Reparation af jern- og metalvarer	33	331	3311											
713	4	C	33	33.1	33.11	33.11.00		Reparation af jern- og metalvarer	33	331	3311	331100										
714	3	C	33	33.1	33.12			Reparation af maskiner	33	331	3312											
715	4	C	33	33.1	33.12	33.12.00		Reparation af maskiner	33	331	3312	331200										
716	3	C	33	33.1	33.13			Reparation af elektronisk og optisk udstyr	33	331	3313											
717	4	C	33	33.1	33.13	33.13.00		Reparation af elektronisk og optisk udstyr	33	331	3313	331300										
718	3	C	33	33.1	33.14			Reparation af elektrisk udstyr	33	331	3314											
719	4	C	33	33.1	33.14	33.14.00		Reparation af elektrisk udstyr	33	331	3314	331400										
720	3	C	33	33.1	33.15			Reparation og vedligeholdelse af skibe og både	33	331	3315											
721	4	C	33	33.1	33.15	33.15.00		Reparation og vedligeholdelse af skibe og både	33	331	3315	331500										
722	3	C	33	33.1	33.16			Reparation og vedligeholdelse af luft- og rumfartøjer	33	331	3316											
723	4	C	33	33.1	33.16	33.16.00		Reparation og vedligeholdelse af luft- og rumfartøjer	33	331	3316	331600										
724	3	C	33	33.1	33.17			Reparation og vedligeholdelse af andre transportmidler	33	331	3317											
725	4	C	33	33.1	33.17	33.17.00		Reparation og vedligeholdelse af andre transportmidler	33	331	3317	331700										
726	3	C	33	33.1	33.19			Reparation af andet udstyr	33	331	3319											
727	4	C	33	33.1	33.19	33.19.00		Reparation af andet udstyr	33	331	3319	331900										
728	2	C	33	33.2				Installation af industrimaskiner og -udstyr	33	332												
729	3	C	33	33.2	33.20			Installation af industrimaskiner og -udstyr	33	332	3320											
730	4	C	33	33.2	33.20	33.20.00		Installation af industrimaskiner og -udstyr	33	332	3320	332000										
731	0	D						El-, gas- og fjernvarmeforsyning														
732	1	D	35					El-, gas- og fjernvarmeforsyning	35													
733	2	D	35	35.1				Elforsyning	35	351												
734	3	D	35	35.1	35.11			Produktion af elektricitet	35	351	3511											
735	4	D	35	35.1	35.11	35.11.00		Produktion af elektricitet	35	351	3511	351100										
736	3	D	35	35.1	35.12			Transmission af elektricitet	35	351	3512											
737	4	D	35	35.1	35.12	35.12.00		Transmission af elektricitet	35	351	3512	351200										
738	3	D	35	35.1	35.13			Distribution af elektricitet	35	351	3513											
739	4	D	35	35.1	35.13	35.13.00		Distribution af elektricitet	35	351	3513	351300										
740	3	D	35	35.1	35.14			Handel med elektricitet	35	351	3514											
741	4	D	35	35.1	35.14	35.14.00		Handel med elektricitet	35	351	3514	351400										
742	2	D	35	35.2				Gasforsyning	35	352												
743	3	D	35	35.2	35.21			Fremstilling af gas	35	352	3521											
744	4	D	35	35.2	35.21	35.21.00		Fremstilling af gas	35	352	3521	352100										
745	3	D	35	35.2	35.22			Distribution af gas	35	352	3522											
746	4	D	35	35.2	35.22	35.22.00		Distribution af gas	35	352	3522	352200										
747	3	D	35	35.2	35.23			Handel med gas gennem rørledninger	35	352	3523											
748	4	D	35	35.2	35.23	35.23.00		Handel med gas gennem rørledninger	35	352	3523	352300										
749	2	D	35	35.3				Varmeforsyning	35	353												
750	3	D	35	35.3	35.30			Varmeforsyning	35	353	3530											
751	4	D	35	35.3	35.30	35.30.00		Varmeforsyning	35	353	3530	353000										
752	0	E						"Vandforsyning; kloakvæsen, affaldshåndtering og rensning af jord og grundvand"														
753	1	E	36					Vandforsyning	36													
754	2	E	36	36.0				Vandforsyning	36	360												
755	3	E	36	36.0	36.00			Vandforsyning	36	360	3600											
756	4	E	36	36.0	36.00	36.00.00		Vandforsyning	36	360	3600	360000										
757	1	E	37					Opsamling og behandling af spildevand	37													
758	2	E	37	37.0				Opsamling og behandling af spildevand	37	370												
759	3	E	37	37.0	37.00			Opsamling og behandling af spildevand	37	370	3700											
760	4	E	37	37.0	37.00	37.00.00		Opsamling og behandling af spildevand	37	370	3700	370000										
761	1	E	38					"Indsamling, behandling og bortskaffelse af affald; genbrug"	38													
762	2	E	38	38.1				Indsamling af affald	38	381												
763	3	E	38	38.1	38.11			Indsamling af ikke-farligt affald	38	381	3811											
764	4	E	38	38.1	38.11	38.11.00		Indsamling af ikke-farligt affald	38	381	3811	381100										
765	3	E	38	38.1	38.12			Indsamling af farligt affald	38	381	3812											
766	4	E	38	38.1	38.12	38.12.00		Indsamling af farligt affald	38	381	3812	381200										
767	2	E	38	38.2				Behandling og bortskaffelse af affald	38	382												
768	3	E	38	38.2	38.21			Behandling og bortskaffelse af ikke-farligt affald	38	382	3821											
769	4	E	38	38.2	38.21	38.21.10		Behandling og bortskaffelse af ikke-farligt affald	38	382	3821	382110										
770	4	E	38	38.2	38.21	38.21.20		Bortskaffelse af affald med energiproduktion	38	382	3821	382120										
771	3	E	38	38.2	38.22			Behandling og bortskaffelse af farligt affald	38	382	3822											
772	4	E	38	38.2	38.22	38.22.00		Behandling og bortskaffelse af farligt affald	38	382	3822	382200										
773	2	E	38	38.3				Genbrug	38	383												
774	3	E	38	38.3	38.31			Demontering af udtjente køretøjer, skibe, maskiner mv.	38	383	3831											
775	4	E	38	38.3	38.31	38.31.00		Demontering af udtjente køretøjer, skibe, maskiner mv.	38	383	3831	383100										
776	3	E	38	38.3	38.32			Genbrug af sorterede materialer	38	383	3832											
777	4	E	38	38.3	38.32	38.32.00		Genbrug af sorterede materialer	38	383	3832	383200										
778	1	E	39					Rensning af jord og grundvand og anden form for forureningsbekæmpelse	39													
779	2	E	39	39.0				Rensning af jord og grundvand og anden form for forureningsbekæmpelse	39	390												
780	3	E	39	39.0	39.00			Rensning af jord og grundvand og anden form for forureningsbekæmpelse	39	390	3900											
781	4	E	39	39.0	39.00	39.00.00		Rensning af jord og grundvand og anden form for forureningsbekæmpelse	39	390	3900	390000										
782	0	F						Bygge- og anlægsvirksomhed														
783	1	F	41					Opførelse af bygninger	41													
784	2	F	41	41.1				Gennemførelse af byggeprojekter	41	411												
785	3	F	41	41.1	41.10			Gennemførelse af byggeprojekter	41	411	4110											
786	4	F	41	41.1	41.10	41.10.00		Gennemførelse af byggeprojekter	41	411	4110	411000										
787	2	F	41	41.2				Opførelse af bygninger	41	412												
788	3	F	41	41.2	41.20			Opførelse af bygninger	41	412	4120											
789	4	F	41	41.2	41.20	41.20.00		Opførelse af bygninger	41	412	4120	412000										
790	1	F	42					Anlægsarbejder	42													
791	2	F	42	42.1				Anlæg af veje, jernbaner, broer og tunneller	42	421												
792	3	F	42	42.1	42.10		gælder 2008-2012	Anlæg af veje og jernbaner	42	421	4210											
793	4	F	42	42.1	42.10	42.10.00	gælder 2008-2012	Anlæg af veje og jernbaner	42	421	4210	421000										
794	3	F	42	42.1	42.11		gælder 2013-	Anlæg af veje og motorveje	42	421	4211											
795	4	F	42	42.1	42.11	42.11.00	gælder 2013-	Anlæg af veje og motorveje	42	421	4211	421100										
796	3	F	42	42.1	42.12		gælder 2013-	Anlæg af jernbaner og undergrundsbaner	42	421	4212											
797	4	F	42	42.1	42.12	42.12.00	gælder 2013-	Anlæg af jernbaner og undergrundsbaner	42	421	4212	421200										
798	3	F	42	42.1	42.13		gælder 2013-	Anlæg af broer og tunneller	42	421	4213											
799	4	F	42	42.1	42.13	42.13.00	gælder 2013-	Anlæg af broer og tunneller	42	421	4213	421300										
800	2	F	42	42.2				Anlæg af ledningsnet	42	422												
801	3	F	42	42.2	42.20		gælder 2008-2012	Anlæg af ledningsnet	42	422	4220											
802	4	F	42	42.2	42.20	42.20.00	gælder 2008-2012	Anlæg af ledningsnet	42	422	4220	422000										
803	3	F	42	42.2	42.21		gælder 2013-	Anlæg af ledningsnet til væsker	42	422	4221											
804	4	F	42	42.2	42.21	42.21.00	gælder 2013-	Anlæg af ledningsnet til væsker	42	422	4221	422100										
805	3	F	42	42.2	42.22		gælder 2013-	Anlæg af ledningsnet til elektricitet og kommunikation	42	422	4222											
806	4	F	42	42.2	42.22	42.22.00	gælder 2013-	Anlæg af ledningsnet til elektricitet og kommunikation	42	422	4222	422200										
807	2	F	42	42.9				Anden anlægsvirksomhed	42	429												
808	3	F	42	42.9	42.90		gælder 2008-2012	Anden anlægsvirksomhed	42	429	4290											
809	4	F	42	42.9	42.90	42.90.00	gælder 2008-2012	Anden anlægsvirksomhed	42	429	4290	429000										
810	3	F	42	42.9	42.91		gælder 2013-	Anlæg af vandveje, havne, diger og dæmninger	42	429	4291											
811	4	F	42	42.9	42.91	42.91.00	gælder 2013-	Anlæg af vandveje, havne, diger og dæmninger	42	429	4291	429100										
812	3	F	42	42.9	42.99		gælder 2013-	Anden anlægsvirksomhed i.a.n.	42	429	4299											
813	4	F	42	42.9	42.99	42.99.00	gælder 2013-	Anden anlægsvirksomhed i.a.n.	42	429	4299	429900										
814	1	F	43					Bygge- og anlægsvirksomhed, som kræver specialisering	43													
815	2	F	43	43.1				Nedrivning og forberedende byggepladsarbejder	43	431												
816	3	F	43	43.1	43.11			Nedrivning	43	431	4311											
817	4	F	43	43.1	43.11	43.11.00		Nedrivning	43	431	4311	431100										
818	3	F	43	43.1	43.12			Forberedende byggepladsarbejder	43	431	4312											
819	4	F	43	43.1	43.12	43.12.00		Forberedende byggepladsarbejder	43	431	4312	431200										
820	3	F	43	43.1	43.13			Funderingsundersøgelser	43	431	4313											
821	4	F	43	43.1	43.13	43.13.00		Funderingsundersøgelser	43	431	4313	431300										
822	2	F	43	43.2				El-installation, VVS- og blikkenslagerforretninger samt anden bygningsinstallationsvirksomhed	43	432												
823	3	F	43	43.2	43.21			El-installation	43	432	4321											
824	4	F	43	43.2	43.21	43.21.00		El-installation	43	432	4321	432100										
825	3	F	43	43.2	43.22			VVS- og blikkenslagerforretninger	43	432	4322											
826	4	F	43	43.2	43.22	43.22.00		VVS- og blikkenslagerforretninger	43	432	4322	432200										
827	3	F	43	43.2	43.29			Anden bygningsinstallationsvirksomhed	43	432	4329											
828	4	F	43	43.2	43.29	43.29.00		Anden bygningsinstallationsvirksomhed	43	432	4329	432900										
829	2	F	43	43.3				Bygningsfærdiggørelse	43	433												
830	3	F	43	43.3	43.31			Stukkatørvirksomhed	43	433	4331											
831	4	F	43	43.3	43.31	43.31.00		Stukkatørvirksomhed	43	433	4331	433100										
832	3	F	43	43.3	43.32			Tømrer- og bygningssnedkervirksomhed	43	433	4332											
833	4	F	43	43.3	43.32	43.32.00		Tømrer- og bygningssnedkervirksomhed	43	433	4332	433200										
834	3	F	43	43.3	43.33			Udførelse af gulvbelægninger og vægbeklædning	43	433	4333											
835	4	F	43	43.3	43.33	43.33.00		Udførelse af gulvbelægninger og vægbeklædning	43	433	4333	433300										
836	3	F	43	43.3	43.34			Maler- og glarmestervirksomhed	43	433	4334											
837	4	F	43	43.3	43.34	43.34.10		Malerforretninger	43	433	4334	433410										
838	4	F	43	43.3	43.34	43.34.20		Glarmestervirksomhed	43	433	4334	433420										
839	3	F	43	43.3	43.39			Anden bygningsfærdiggørelse	43	433	4339											
840	4	F	43	43.3	43.39	43.39.00		Anden bygningsfærdiggørelse	43	433	4339	433900										
841	2	F	43	43.9				Anden bygge- og anlægsvirksomhed, som kræver specialisering	43	439												
842	3	F	43	43.9	43.91			Tagdækningsvirksomhed	43	439	4391											
843	4	F	43	43.9	43.91	43.91.00		Tagdækningsvirksomhed	43	439	4391	439100										
844	3	F	43	43.9	43.99			Anden bygge- og anlægsvirksomhed, som kræver specialisering, i.a.n.	43	439	4399											
845	4	F	43	43.9	43.99	43.99.10		Murere	43	439	4399	439910										
846	4	F	43	43.9	43.99	43.99.90		Anden bygge- og anlægsvirksomhed, som kræver specialisering	43	439	4399	439990										
847	0	G						"Engroshandel og detailhandel; reparation af motorkøretøjer og motorcykler"														
848	1	G	45					Handel med biler og motorcykler, og reparation heraf	45													
849	2	G	45	45.1				Salg af motorkøretøjer	45	451												
850	3	G	45	45.1	45.11			Salg af biler og lette motorkøretøjer	45	451	4511											
851	4	G	45	45.1	45.11	45.11.10		Engroshandel med personbiler, varebiler og minibusser	45	451	4511	451110										
852	4	G	45	45.1	45.11	45.11.20		Detailhandel med personbiler, varebiler og minibusser	45	451	4511	451120										
853	3	G	45	45.1	45.19			Salg af andre motorkøretøjer	45	451	4519											
854	4	G	45	45.1	45.19	45.19.10		Engros- og detailhandel med campingkøretøjer, små trailere mv.	45	451	4519	451910										
855	4	G	45	45.1	45.19	45.19.20		Engros- og detailhandel med lastbiler og påhængsvogne mv.	45	451	4519	451920										
856	2	G	45	45.2				Vedligeholdelse og reparation af motorkøretøjer	45	452												
857	3	G	45	45.2	45.20			Vedligeholdelse og reparation af motorkøretøjer	45	452	4520											
858	4	G	45	45.2	45.20	45.20.10		Autoreparationsværksteder mv.	45	452	4520	452010										
859	4	G	45	45.2	45.20	45.20.20		Karosseriværksteder og autolakererier	45	452	4520	452020										
860	4	G	45	45.2	45.20	45.20.30		Undervognsbehandling	45	452	4520	452030										
861	4	G	45	45.2	45.20	45.20.40		Dækservice	45	452	4520	452040										
862	2	G	45	45.3				Salg af reservedele og tilbehør til motorkøretøjer	45	453												
863	3	G	45	45.3	45.31			Engroshandel med reservedele og tilbehør til motorkøretøjer	45	453	4531											
