ID	Niveau	Section	Hovedgruppe	Gruppe	Undergruppe	DB07	NB	Tekst	2-kode	3-kode	4-kode	6-kode										
1151	4	H	52	52.1	52.10	52.10.00		Oplagrings- og pakhusvirksomhed	52	521	5210	521000										
1152	2	H	52	52.2				Anden hjælpevirksomhed i forbindelse med transport	52	522												
1153	3	H	52	52.2	52.21			Serviceydelser i forbindelse med landtransport	52	522	5221											
1154	4	H	52	52.2	52.21	52.21.10		Stationer, godsterminaler mv.	52	522	5221	522110										
1155	4	H	52	52.2	52.21	52.21.20		Parkering og vejhjælp mv.	52	522	5221	522120										
1156	4	H	52	52.2	52.21	52.21.30		Drift af betalingsveje, -broer og -tunneler	52	522	5221	522130										
1157	3	H	52	52.2	52.22			Serviceydelser i forbindelse med skibsfart	52	522	5222											
1158	4	H	52	52.2	52.22	52.22.10		Erhvervshavne	52	522	5222	522210										
1159	4	H	52	52.2	52.22	52.22.20		Bugserings-, bjærgnings- og redningsvæsen mv.	52	522	5222	522220										
1160	3	H	52	52.2	52.23			Serviceydelser i forbindelse med luftfart	52	522	5223											
1161	4	H	52	52.2	52.23	52.23.00		Serviceydelser i forbindelse med luftfart	52	522	5223	522300										
1162	3	H	52	52.2	52.24			Godshåndtering	52	522	5224											
1163	4	H	52	52.2	52.24	52.24.00		Godshåndtering	52	522	5224	522400										
1164	3	H	52	52.2	52.29			Anden hjælpevirksomhed i forbindelse med transport	52	522	5229											
1165	4	H	52	52.2	52.29	52.29.10		Skibsmæglere	52	522	5229	522910										
1166	4	H	52	52.2	52.29	52.29.20		Speditører	52	522	5229	522920										
1167	4	H	52	52.2	52.29	52.29.90		Andre tjenesteydelser i forbindelse med transport	52	522	5229	522990										
1168	1	H	53					Post- og kurertjenester	53													
1169	2	H	53	53.1				Posttjenester omfattet af forsyningspligten	53	531												
1170	3	H	53	53.1	53.10			Posttjenester omfattet af forsyningspligten	53	531	5310											
1171	4	H	53	53.1	53.10	53.10.00		Posttjenester omfattet af forsyningspligten	53	531	5310	531000										
1172	2	H	53	53.2				Andre post- og kurertjenester	53	532												
1173	3	H	53	53.2	53.20			Andre post- og kurertjenester	53	532	5320											
1174	4	H	53	53.2	53.20	53.20.00		Andre post- og kurertjenester	53	532	5320	532000										
1175	0	I						Overnatningsfaciliteter og restaurationsvirksomhed														
1176	1	I	55					Overnatningsfaciliteter	55													
1177	2	I	55	55.1				Hoteller og lignende overnatningsfaciliteter	55	551												
1178	3	I	55	55.1	55.10			Hoteller og lignende overnatningsfaciliteter	55	551	5510											
1179	4	I	55	55.1	55.10	55.10.10		Hoteller	55	551	5510	551010										
1180	4	I	55	55.1	55.10	55.10.20		Konferencecentre og kursusejendomme	55	551	5510	551020										
1181	2	I	55	55.2				Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold	55	552												
1182	3	I	55	55.2	55.20			Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold	55	552	5520											
1183	4	I	55	55.2	55.20	55.20.00		Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold	55	552	5520	552000										
1184	2	I	55	55.3				Campingpladser	55	553												
1185	3	I	55	55.3	55.30			Campingpladser	55	553	5530											
1186	4	I	55	55.3	55.30	55.30.00		Campingpladser	55	553	5530	553000										
1187	2	I	55	55.9				Andre overnatningsfaciliteter	55	559												
1188	3	I	55	55.9	55.90			Andre overnatningsfaciliteter	55	559	5590											
1189	4	I	55	55.9	55.90	55.90.00		Andre overnatningsfaciliteter	55	559	5590	559000										
1190	1	I	56					Restaurationsvirksomhed	56													
1191	2	I	56	56.1				Restauranter og levering af mad ud af huset	56	561												
1192	3	I	56	56.1	56.10			Restauranter og levering af mad ud af huset	56	561	5610											
1193	4	I	56	56.1	56.10	56.10.10		Restauranter	56	561	5610	561010										
1194	4	I	56	56.1	56.10	56.10.20		Pizzeriaer, grillbarer, isbarer mv.	56	561	5610	561020										
1195	2	I	56	56.2				Event catering og anden restaurationsvirksomhed	56	562												
1196	3	I	56	56.2	56.21			Event catering	56	562	5621											
1197	4	I	56	56.2	56.21	56.21.00		Event catering	56	562	5621	562100										
1198	3	I	56	56.2	56.29			Anden restaurationsvirksomhed	56	562	5629											
1199	4	I	56	56.2	56.29	56.29.00		Anden restaurationsvirksomhed	56	562	5629	562900										
1200	2	I	56	56.3				Cafeér, værtshuse, diskoteker mv.	56	563												
1201	3	I	56	56.3	56.30			Cafeér, værtshuse, diskoteker mv.	56	563	5630											
1202	4	I	56	56.3	56.30	56.30.00		Cafeér, værtshuse, diskoteker mv.	56	563	5630	563000										
1203	0	J						Information og kommunikation														
1204	1	J	58					Udgivervirksomhed	58													
1205	2	J	58	58.1				Udgivelse af bøger, tidsskrifter og anden udgivervirksomhed	58	581												
1206	3	J	58	58.1	58.11			Udgivelse af bøger	58	581	5811											
1207	4	J	58	58.1	58.11	58.11.00		Udgivelse af bøger	58	581	5811	581100										
1208	3	J	58	58.1	58.12			Udgivelse af telefonbøger og adresselister	58	581	5812											
1209	4	J	58	58.1	58.12	58.12.00		Udgivelse af telefonbøger og adresselister	58	581	5812	581200										
1210	3	J	58	58.1	58.13			Udgivelse af aviser og dagblade	58	581	5813											
1211	4	J	58	58.1	58.13	58.13.00		Udgivelse af aviser og dagblade	58	581	5813	581300										
1212	3	J	58	58.1	58.14			Udgivelse af ugeblade og magasiner	58	581	5814											
1213	4	J	58	58.1	58.14	58.14.10		Udgivelse af ugeblade og magasiner	58	581	5814	581410										
1214	4	J	58	58.1	58.14	58.14.20		Udgivelse af distrikts- og annonceblade	58	581	5814	581420										
1215	3	J	58	58.1	58.19			Anden udgivervirksomhed	58	581	5819											
1216	4	J	58	58.1	58.19	58.19.00		Anden udgivervirksomhed	58	581	5819	581900										
1217	2	J	58	58.2				Udgivelse af software	58	582												
1218	3	J	58	58.2	58.21			Udgivelse af computerspil	58	582	5821											
1219	4	J	58	58.2	58.21	58.21.00		Udgivelse af computerspil	58	582	5821	582100										
1220	3	J	58	58.2	58.29			Anden udgivelse af software	58	582	5829											
1221	4	J	58	58.2	58.29	58.29.00		Anden udgivelse af software	58	582	5829	582900										
1222	1	J	59					Produktion af film, video- og tv-programmer, lydoptagelser og musikudgivelser	59													
1223	2	J	59	59.1				Produktion af film, video- og tv-programmer	59	591												
1224	3	J	59	59.1	59.11			Produktion af film, video- og tv-programmer	59	591	5911											
1225	4	J	59	59.1	59.11	59.11.10		Produktion af film og videofilm	59	591	5911	591110										
1226	4	J	59	59.1	59.11	59.11.20		Produktion af tv-programmer	59	591	5911	591120										
1227	3	J	59	59.1	59.12			Aktiviteter, der udøves efter produktion af film, video- og tv-programmer	59	591	5912											
1228	4	J	59	59.1	59.12	59.12.00		Aktiviteter, der udøves efter produktion af film, video- og tv-programmer	59	591	5912	591200										
1229	3	J	59	59.1	59.13			Distribution af film, video- og tv-programmer	59	591	5913											
1230	4	J	59	59.1	59.13	59.13.00		Distribution af film, video- og tv-programmer	59	591	5913	591300										
1231	3	J	59	59.1	59.14			Biografer	59	591	5914											
1232	4	J	59	59.1	59.14	59.14.00		Biografer	59	591	5914	591400										
1233	2	J	59	59.2				Indspilning af lydoptagelser og udgivelse af musik	59	592												
1234	3	J	59	59.2	59.20			Indspilning af lydoptagelser og udgivelse af musik	59	592	5920											
1235	4	J	59	59.2	59.20	59.20.00		Indspilning af lydoptagelser og udgivelse af musik	59	592	5920	592000										
1236	1	J	60					Radio- og tv-virksomhed	60													
1237	2	J	60	60.1				Radiovirksomhed	60	601												
1238	3	J	60	60.1	60.10			Radiovirksomhed	60	601	6010											
1239	4	J	60	60.1	60.10	60.10.00		Radiovirksomhed	60	601	6010	601000										
1240	2	J	60	60.2				Tv-virksomhed	60	602												
1241	3	J	60	60.2	60.20			Tv-virksomhed	60	602	6020											
1242	4	J	60	60.2	60.20	60.20.00		Tv-virksomhed	60	602	6020	602000										
1243	1	J	61					Telekommunikation	61													
1244	2	J	61	61.1				Fastnetbaseret telekommunikation	61	611												
1245	3	J	61	61.1	61.10			Fastnetbaseret telekommunikation	61	611	6110											
1246	4	J	61	61.1	61.10	61.10.00		Fastnetbaseret telekommunikation	61	611	6110	611000										
1247	2	J	61	61.2				Trådløs telekommunikation	61	612												
1248	3	J	61	61.2	61.20			Trådløs telekommunikation	61	612	6120											
1249	4	J	61	61.2	61.20	61.20.00		Trådløs telekommunikation	61	612	6120	612000										
1250	2	J	61	61.3				Satellitbaseret telekommunikation	61	613												
1251	3	J	61	61.3	61.30			Satellitbaseret telekommunikation	61	613	6130											
1252	4	J	61	61.3	61.30	61.30.00		Satellitbaseret telekommunikation	61	613	6130	613000										
1253	2	J	61	61.9				Anden telekommunikation	61	619												
1254	3	J	61	61.9	61.90			Anden telekommunikation	61	619	6190											
1255	4	J	61	61.9	61.90	61.90.00		Anden telekommunikation	61	619	6190	619000										
1256	1	J	62					Computerprogrammering, konsulentbistand vedrørende informationsteknologi og lignende aktiviteter	62													
1257	2	J	62	62.0				Computerprogrammering, konsulentbistand vedrørende informationsteknologi og lignende aktiviteter	62	620												
1258	3	J	62	62.0	62.01			Computerprogrammering	62	620	6201											
1259	4	J	62	62.0	62.01	62.01.00		Computerprogrammering	62	620	6201	620100										
1260	3	J	62	62.0	62.02			Konsulentbistand vedrørende informationsteknologi	62	620	6202											
1261	4	J	62	62.0	62.02	62.02.00		Konsulentbistand vedrørende informationsteknologi	62	620	6202	620200										
1262	3	J	62	62.0	62.03			Computer facility management	62	620	6203											
1263	4	J	62	62.0	62.03	62.03.00		Computer facility management	62	620	6203	620300										
1264	3	J	62	62.0	62.09			Anden it-servicevirksomhed	62	620	6209											
1265	4	J	62	62.0	62.09	62.09.00		Anden it-servicevirksomhed	62	620	6209	620900										
1266	1	J	63					Informationstjenester	63													
1267	2	J	63	63.1				"Databehandling, webhosting og lignende serviceydelser; webportaler"	63	631												
1268	3	J	63	63.1	63.11			Databehandling, webhosting og lignende serviceydelser	63	631	6311											
1269	4	J	63	63.1	63.11	63.11.00		Databehandling, webhosting og lignende serviceydelser	63	631	6311	631100										
1270	3	J	63	63.1	63.12			Webportaler	63	631	6312											
1271	4	J	63	63.1	63.12	63.12.00		Webportaler	63	631	6312	631200										
1272	2	J	63	63.9				Andre informationstjenester	63	639												
1273	3	J	63	63.9	63.91			Pressebureauer	63	639	6391											
1274	4	J	63	63.9	63.91	63.91.00		Pressebureauer	63	639	6391	639100										
1275	3	J	63	63.9	63.99			Andre informationstjenester i.a.n.	63	639	6399											
1276	4	J	63	63.9	63.99	63.99.00		Andre informationstjenester i.a.n.	63	639	6399	639900										
1277	0	K						Pengeinstitut- og finansvirksomhed, forsikring														
1278	1	K	64					Pengeinstitut- og finansieringsvirksomhed undtagen forsikring og 	64													
1279	2	K	64	64.1				Pengeinstitutvirksomhed	64	641												
1280	3	K	64	64.1	64.11			Centralbanker	64	641	6411											
1281	4	K	64	64.1	64.11	64.11.00		Centralbanker	64	641	6411	641100										
1282	3	K	64	64.1	64.19			Anden pengeinstitutvirksomhed	64	641	6419											
1283	4	K	64	64.1	64.19	64.19.00		Banker, sparekasser og andelskasser	64	641	6419	641900										
1284	2	K	64	64.2				Holdingselskabers virksomhed	64	642												
1285	3	K	64	64.2	64.20			Holdingselskabers virksomhed	64	642	6420											
1286	4	K	64	64.2	64.20	64.20.10		Finansielle holdingselskaber	64	642	6420	642010										
1287	4	K	64	64.2	64.20	64.20.20		Ikke-finansielle holdingselskaber	64	642	6420	642020										
1288	4	K	64	64.2	64.20	64.20.30		Gennemløbsholdingselskaber	64	642	6420	642030										
1289	2	K	64	64.3				Investeringsforeninger, investeringsselskaber o.l.	64	643												
1290	3	K	64	64.3	64.30			Investeringsforeninger, investeringsselskaber o.l.	64	643	6430											
1291	4	K	64	64.3	64.30	64.30.10		Investeringsforeninger	64	643	6430	643010										
1292	4	K	64	64.3	64.30	64.30.20		Pengemarkedsforeninger	64	643	6430	643020										
1293	4	K	64	64.3	64.30	64.30.30		Investeringsselskaber	64	643	6430	643030										
1294	4	K	64	64.3	64.30	64.30.40		Ventureselskaber og kapitalfonde	64	643	6430	643040										
1295	2	K	64	64.9				Anden finansiel formidling, undtagen forsikring og pensionsforsikring	64	649												
1296	3	K	64	64.9	64.91			Finansiel leasing	64	649	6491											
1297	4	K	64	64.9	64.91	64.91.00		Finansiel leasing	64	649	6491	649100										
1298	3	K	64	64.9	64.92			Anden kreditformidling	64	649	6492											
1299	4	K	64	64.9	64.92	64.92.10		Realkreditinstitutter	64	649	6492	649210										
1300	4	K	64	64.9	64.92	64.92.20		Andre kreditinstitutter	64	649	6492	649220										
1301	4	K	64	64.9	64.92	64.92.30		Andre kreditselskaber	64	649	6492	649230										
1302	4	K	64	64.9	64.92	64.92.40		FVC-selskaber	64	649	6492	649240										
1303	3	K	64	64.9	64.99			Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.	64	649	6499											
1304	4	K	64	64.9	64.99	64.99.00		Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.	64	649	6499	649900										
1305	1	K	65					Forsikring, genforsikring og pensionsforsikring undtagen lovpligtig socialforsikring	65													
1306	2	K	65	65.1				Forsikring	65	651												
1307	3	K	65	65.1	65.11			Livsforsikring	65	651	6511											
1308	4	K	65	65.1	65.11	65.11.00		Livsforsikring	65	651	6511	651100										
1309	3	K	65	65.1	65.12			Anden forsikring	65	651	6512											
1310	4	K	65	65.1	65.12	65.12.00		Anden forsikring	65	651	6512	651200										
1311	2	K	65	65.2				Genforsikring	65	652												
1312	3	K	65	65.2	65.20			Genforsikring	65	652	6520											
1313	4	K	65	65.2	65.20	65.20.00		Genforsikring	65	652	6520	652000										
1314	2	K	65	65.3				Pensionsforsikring	65	653												
1315	3	K	65	65.3	65.30			Pensionsforsikring	65	653	6530											
1316	4	K	65	65.3	65.30	65.30.10		Pensionskasser	65	653	6530	653010										
1317	4	K	65	65.3	65.30	65.30.20		Anden pensionsforsikring	65	653	6530	653020										
1318	1	K	66					Hjælpetjenester i forbindelse med finansieringsvirksomhed og forsikring	66													
1319	2	K	66	66.1				Hjælpetjenester i forbindelse med finansieringsvirksomhed undtagen forsikring og pensionsforsikring	66	661												
1320	3	K	66	66.1	66.11			Forvaltning af kapitalmarkeder	66	661	6611											
1321	4	K	66	66.1	66.11	66.11.00		Forvaltning af kapitalmarkeder	66	661	6611	661100										
1322	3	K	66	66.1	66.12			Værdipapir- og varemægling	66	661	6612											
1323	4	K	66	66.1	66.12	66.12.00		Værdipapir- og varemægling	66	661	6612	661200										
1324	3	K	66	66.1	66.19			Andre hjælpetjenester i forbindelse med finansiel formidling	66	661	6619											
1325	4	K	66	66.1	66.19	66.19.00		Andre hjælpetjenester i forbindelse med finansiel formidling	66	661	6619	661900										
1326	2	K	66	66.2				Hjælpetjenester i forbindelse med forsikring og pensionsforsikring	66	662												
1327	3	K	66	66.2	66.21			Risiko- og skadesvurdering	66	662	6621											
1328	4	K	66	66.2	66.21	66.21.00		Risiko- og skadesvurdering	66	662	6621	662100										
1329	3	K	66	66.2	66.22			Forsikringsagenters og forsikringsmægleres virksomhed	66	662	6622											
1330	4	K	66	66.2	66.22	66.22.00		Forsikringsagenters og forsikringsmægleres virksomhed	66	662	6622	662200										
1331	3	K	66	66.2	66.29			Andre hjælpetjenester i forbindelse med forsikring og pensionsforsikring	66	662	6629											
1332	4	K	66	66.2	66.29	66.29.00		Andre hjælpetjenester i forbindelse med forsikring og pensionsforsikring	66	662	6629	662900										
1333	2	K	66	66.3				Formueforvaltning	66	663												
1334	3	K	66	66.3	66.30			Formueforvaltning	66	663	6630											
1335	4	K	66	66.3	66.30	66.30.00		Formueforvaltning	66	663	6630	663000										
1336	0	L						Fast ejendom														
1337	1	L	68					Fast ejendom	68													
1338	2	L	68	68.1				Køb og salg af egen fast ejendom	68	681												
1339	3	L	68	68.1	68.10			Køb og salg af egen fast ejendom	68	681	6810											
1340	4	L	68	68.1	68.10	68.10.00		Køb og salg af egen fast ejendom	68	681	6810	681000										
1341	2	L	68	68.2				Udlejning af og virksomhed i forbindelse med egen eller leaset fast ejendom	68	682												
1342	3	L	68	68.2	68.20			Udlejning af og virksomhed i forbindelse med egen eller leaset fast ejendom	68	682	6820											
1343	4	L	68	68.2	68.20	68.20.10		Almennyttige boligselskaber	68	682	6820	682010										
1344	4	L	68	68.2	68.20	68.20.20		Private andelsboligforeninger	68	682	6820	682020										
1345	4	L	68	68.2	68.20	68.20.30		Anden udlejning af boliger	68	682	6820	682030										
1346	4	L	68	68.2	68.20	68.20.40		Udlejning af erhvervsejendomme	68	682	6820	682040										
1347	2	L	68	68.3				Virksomhed i forbindelse med fast ejendom på honorar- eller kontraktbasis	68	683												
1348	3	L	68	68.3	68.31			Ejendomsmæglere	68	683	6831											
1349	4	L	68	68.3	68.31	68.31.10		Ejendomsmæglere mv.	68	683	6831	683110										
1350	4	L	68	68.3	68.31	68.31.20		Boliganvisning, ferieboligudlejning mv.	68	683	6831	683120										
1351	3	L	68	68.3	68.32			Administration af fast ejendom på honorar- eller kontraktbasis	68	683	6832											
1352	4	L	68	68.3	68.32	68.32.10		Administration af fast ejendom på kontraktbasis	68	683	6832	683210										
1353	4	L	68	68.3	68.32	68.32.20		Ejerforeninger	68	683	6832	683220										
1354	0	M						Liberale, videnskabelige og tekniske tjenesteydelser														
1355	1	M	69					Juridisk bistand, bogføring og revision	69													
1356	2	M	69	69.1				Juridisk bistand	69	691												
1357	3	M	69	69.1	69.10			Juridisk bistand	69	691	6910											
1358	4	M	69	69.1	69.10	69.10.00		Juridisk bistand	69	691	6910	691000										
1359	2	M	69	69.2				"Bogføring og revision; skatterådgivning"	69	692												
1360	3	M	69	69.2	69.20			"Bogføring og revision; skatterådgivning"	69	692	6920											
1361	4	M	69	69.2	69.20	69.20.00		"Bogføring og revision; skatterådgivning"	69	692	6920	692000										
1362	1	M	70					"Hovedsæders virksomhed; virksomhedsrådgivning"	70													
1363	2	M	70	70.1				Hovedsæders virksomhed	70	701												
1364	3	M	70	70.1	70.10			Hovedsæders virksomhed	70	701	7010											
1365	4	M	70	70.1	70.10	70.10.10		Ikke-finansielle hovedsæders virksomhed	70	701	7010	701010										
1366	4	M	70	70.1	70.10	70.10.20		Finansielle hovedsæders virksomhed	70	701	7010	701020										
1367	2	M	70	70.2				Virksomhedsrådgivning	70	702												
1368	3	M	70	70.2	70.21			Public relations og kommunikation	70	702	7021											
1369	4	M	70	70.2	70.21	70.21.00		Public relations og kommunikation	70	702	7021	702100										
1370	3	M	70	70.2	70.22			Virksomhedsrådgivning og anden rådgivning om driftsledelse	70	702	7022											
1371	4	M	70	70.2	70.22	70.22.00		Virksomhedsrådgivning og anden rådgivning om driftsledelse	70	702	7022	702200										
1372	1	M	71					"Arkitekt- og ingeniørvirksomhed; teknisk afprøvning og analyse"	71													
1373	2	M	71	71.1				Arkitekt- og ingeniørvirksomhed og lignende teknisk rådgivning	71	711												
1374	3	M	71	71.1	71.11			Arkitektvirksomhed	71	711	7111											
1375	4	M	71	71.1	71.11	71.11.00		Arkitektvirksomhed	71	711	7111	711100										
1376	3	M	71	71.1	71.12			Ingeniørvirksomhed og lignende teknisk rådgivning	71	711	7112											
1377	4	M	71	71.1	71.12	71.12.10		Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder	71	711	7112	711210										
1378	4	M	71	71.1	71.12	71.12.20		Rådgivende ingeniørvirksomhed inden for produktions- og maskinteknik	71	711	7112	711220										
1379	4	M	71	71.1	71.12	71.12.30		Opstilling og levering af færdige fabriksanlæg	71	711	7112	711230										
1380	4	M	71	71.1	71.12	71.12.40		Geologiske undersøgelser og prospektering, landinspektører mv.	71	711	7112	711240										
1381	4	M	71	71.1	71.12	71.12.90		Anden teknisk rådgivning	71	711	7112	711290										
1382	2	M	71	71.2				Teknisk afprøvning og analyse	71	712												
1383	3	M	71	71.2	71.20			Teknisk afprøvning og analyse	71	712	7120											
1384	4	M	71	71.2	71.20	71.20.10		Kontrol af levnedsmidler	71	712	7120	712010										
1385	4	M	71	71.2	71.20	71.20.20		Teknisk afprøvning og kontrol	71	712	7120	712020										
1386	4	M	71	71.2	71.20	71.20.90		Anden måling og teknisk analyse	71	712	7120	712090										
1387	1	M	72					Videnskabelig forskning og udvikling	72													
1388	2	M	72	72.1				Forskning og eksperimentel udvikling indenfor naturvidenskab og teknik	72	721												
1389	3	M	72	72.1	72.11			Forskning og eksperimentel udvikling indenfor bioteknologi	72	721	7211											
1390	4	M	72	72.1	72.11	72.11.00		Forskning og eksperimentel udvikling indenfor bioteknologi	72	721	7211	721100										
1391	3	M	72	72.1	72.19			Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik	72	721	7219											
1392	4	M	72	72.1	72.19	72.19.00		Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik	72	721	7219	721900										
1393	2	M	72	72.2				Forskning og eksperimentel udvikling inden for samfundsvidenskab og humanistiske videnskaber	72	722												
1394	3	M	72	72.2	72.20			Forskning og eksperimentel udvikling inden for samfundsvidenskab og humanistiske videnskaber	72	722	7220											
1395	4	M	72	72.2	72.20	72.20.00		Forskning og eksperimentel udvikling inden for samfundsvidenskab og humanistiske videnskaber	72	722	7220	722000										
1396	1	M	73					Reklame og markedsanalyse	73													
1397	2	M	73	73.1				Reklame	73	731												
1398	3	M	73	73.1	73.11			Reklamebureauer	73	731	7311											
1399	4	M	73	73.1	73.11	73.11.10		Reklamebureauer	73	731	7311	731110										
1400	4	M	73	73.1	73.11	73.11.90		Anden reklamevirksomhed	73	731	7311	731190										
1401	3	M	73	73.1	73.12			Reklameplads i medier	73	731	7312											
1402	4	M	73	73.1	73.12	73.12.00		Reklameplads i medier	73	731	7312	731200										
1403	2	M	73	73.2				Markedsanalyse og offentlig meningsmåling	73	732												
1404	3	M	73	73.2	73.20			Markedsanalyse og offentlig meningsmåling	73	732	7320											
1405	4	M	73	73.2	73.20	73.20.00		Markedsanalyse og offentlig meningsmåling	73	732	7320	732000										
1406	1	M	74					Andre liberale, videnskabelige og tekniske tjenesteydelser	74													
1407	2	M	74	74.1				Specialiseret designarbejde	74	741												
1408	3	M	74	74.1	74.10			Specialiseret designarbejde	74	741	7410											
1409	4	M	74	74.1	74.10	74.10.10		Industriel design og produktdesign	74	741	7410	741010										
1410	4	M	74	74.1	74.10	74.10.20		Kommunikationsdesign og grafisk design	74	741	7410	741020										
1411	4	M	74	74.1	74.10	74.10.30		Indretningsarkitekter og rumdesign	74	741	7410	741030										
1412	2	M	74	74.2				Fotografisk virksomhed	74	742												
1413	3	M	74	74.2	74.20			Fotografisk virksomhed	74	742	7420											
1414	4	M	74	74.2	74.20	74.20.00		Fotografisk virksomhed	74	742	7420	742000										
1415	2	M	74	74.3				Oversættelse og tolkning	74	743												
1416	3	M	74	74.3	74.30			Oversættelse og tolkning	74	743	7430											
1417	4	M	74	74.3	74.30	74.30.00		Oversættelse og tolkning	74	743	7430	743000										
1418	2	M	74	74.9				Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.	74	749												
1419	3	M	74	74.9	74.90			Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.	74	749	7490											
1420	4	M	74	74.9	74.90	74.90.10		Landbrugskonsulenter	74	749	7490	749010										
1421	4	M	74	74.9	74.90	74.90.90		Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.	74	749	7490	749090										
1422	1	M	75					Dyrlæger	75													
1423	2	M	75	75.0				Dyrlæger	75	750												
1424	3	M	75	75.0	75.00			Dyrlæger	75	750	7500											
1425	4	M	75	75.0	75.00	75.00.00		Dyrlæger	75	750	7500	750000										
1426	0	N						Administrative tjenesteydelser og hjælpetjenester														
1427	1	N	77					Udlejning og leasing	77													
1428	2	N	77	77.1				Udlejning og leasing af motorkøretøjer	77	771												
1429	3	N	77	77.1	77.11			Udlejning og leasing af biler og lette motorkøretøjer	77	771	7711											
1430	4	N	77	77.1	77.11	77.11.00		Udlejning og leasing af biler og lette motorkøretøjer	77	771	7711	771100										
1431	3	N	77	77.1	77.12			Udlejning og leasing af lastbiler	77	771	7712											
1432	4	N	77	77.1	77.12	77.12.00		Udlejning og leasing af lastbiler	77	771	7712	771200										
1433	2	N	77	77.2				Udlejning og leasing af varer til personligt brug og husholdningsbrug	77	772												
1434	3	N	77	77.2	77.21			Udlejning og leasing af varer til fritid og sport	77	772	7721											
1435	4	N	77	77.2	77.21	77.21.00		Udlejning og leasing af varer til fritid og sport	77	772	7721	772100										
1436	3	N	77	77.2	77.22			Udlejning af videobånd og videodisks	77	772	7722											
1437	4	N	77	77.2	77.22	77.22.00		Udlejning af videobånd og videodisks	77	772	7722	772200										
1438	3	N	77	77.2	77.29			Udlejning og leasing af andre varer til personlig brug og husholdningsbrug i.a.n.	77	772	7729											
1439	4	N	77	77.2	77.29	77.29.00		Udlejning og leasing af andre varer til personlig brug og husholdningsbrug i.a.n.	77	772	7729	772900										
1440	2	N	77	77.3				Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver	77	773												
1441	3	N	77	77.3	77.31			Udlejning og leasing af landbrugsmaskiner og -udstyr	77	773	7731											
1442	4	N	77	77.3	77.31	77.31.00		Udlejning og leasing af landbrugsmaskiner og -udstyr	77	773	7731	773100										
1443	3	N	77	77.3	77.32			Udlejning og leasing af entreprenørmateriel	77	773	7732											
1444	4	N	77	77.3	77.32	77.32.00		Udlejning og leasing af entreprenørmateriel	77	773	7732	773200										
1445	3	N	77	77.3	77.33			Udlejning af kontormaskiner og -udstyr, computere og it-udstyr	77	773	7733											
1446	4	N	77	77.3	77.33	77.33.00		Udlejning af kontormaskiner og -udstyr, computere og it-udstyr	77	773	7733	773300										
1447	3	N	77	77.3	77.34			Udlejning og leasing af skibe og både	77	773	7734											
1448	4	N	77	77.3	77.34	77.34.00		Udlejning og leasing af skibe og både	77	773	7734	773400										
1449	3	N	77	77.3	77.35			Udlejning og leasing af luftfartøjer	77	773	7735											
1450	4	N	77	77.3	77.35	77.35.00		Udlejning og leasing af luftfartøjer	77	773	7735	773500										
1451	3	N	77	77.3	77.39			Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.	77	773	7739											
1452	4	N	77	77.3	77.39	77.39.00		Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.	77	773	7739	773900										
1453	2	N	77	77.4				Leasing af intellektuelle ejendomsrettigheder og lignende, dog ikke ophavsretsbeskyttede værker	77	774												
1454	3	N	77	77.4	77.40			Leasing af intellektuelle ejendomsrettigheder og lignende, dog ikke ophavsretsbeskyttede værker	77	774	7740											
1455	4	N	77	77.4	77.40	77.40.00		Leasing af intellektuelle ejendomsrettigheder og lignende, dog ikke ophavsretsbeskyttede værker	77	774	7740	774000										
1456	1	N	78					Arbejdsformidling	78													
1457	2	N	78	78.1				Arbejdsformidlingskontorer	78	781												
1458	3	N	78	78.1	78.10			Arbejdsformidlingskontorer	78	781	7810											
1459	4	N	78	78.1	78.10	78.10.00		Arbejdsformidlingskontorer	78	781	7810	781000										
1460	2	N	78	78.2				Vikarbureauer	78	782												
1461	3	N	78	78.2	78.20			Vikarbureauer	78	782	7820											
1462	4	N	78	78.2	78.20	78.20.00		Vikarbureauer	78	782	7820	782000										
1463	2	N	78	78.3				Anden personaleformidling	78	783												
1464	3	N	78	78.3	78.30			Anden personaleformidling	78	783	7830											
1465	4	N	78	78.3	78.30	78.30.00		Anden personaleformidling	78	783	7830	783000										
1466	1	N	79					Rejsebureauers og rejsearrangørers virksomhed, reservationstjenesteydelser og tjenesteydelser i forbindelse hermed	79													
1467	2	N	79	79.1				Rejsebureauer og rejsearrangører	79	791												
1468	3	N	79	79.1	79.11			Rejsebureauer	79	791	7911											
1469	4	N	79	79.1	79.11	79.11.00		Rejsebureauer	79	791	7911	791100										
